,source,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
121,city scrape,59.0,2.0,1.0,1.0,1.0,435.0,28.0,360.0,28.0,28.0,360.0,360.0,28.0,360.0,30,60,90,365,2.3,1.0,0.0,4.32,4.36,6.0,2.0,4.0,0.0,0.17
122,city scrape,1.0,2.0,1.0,1.0,1.0,1690.0,3.0,30.0,3.0,3.0,30.0,30.0,3.0,30.0,27,57,87,362,4.0,0.0,0.0,4.5,4.5,1.0,1.0,0.0,0.0,0.03
123,city scrape,18.0,2.0,1.0,1.0,1.3,1550.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,13,18,48,323,5.0,0.0,0.0,4.6,5.0,16.0,4.0,12.0,0.0,0.04
124,city scrape,18.0,2.0,1.0,1.0,1.0,480.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,0,0,0,0,8.0,0.0,0.0,4.63,5.0,16.0,4.0,12.0,0.0,0.06
125,previous scrape,1.0,2.0,1.0,1.0,1.0,500.0,14.8,180.0,14.3,16.0,180.0,180.0,15.2,180.0,23,53,83,83,0.0,0.0,0.0,4.54,4.58,1.0,1.0,0.0,0.0,0.3
126,city scrape,4.0,2.0,1.0,1.0,1.0,500.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,0,0,0,235,2.3,1.0,0.0,4.54,4.58,3.0,0.0,3.0,0.0,0.3
127,city scrape,4.0,2.0,1.0,1.0,1.0,348.0,28.0,360.0,3.0,28.0,360.0,360.0,27.7,360.0,0,18,48,323,2.3,3.0,0.0,4.63,4.82,3.0,0.0,3.0,0.0,0.6
128,previous scrape,4.0,2.0,1.0,1.0,1.0,450.0,7.0,365.0,7.0,7.0,365.0,365.0,7.0,365.0,5,5,5,117,2.3,2.0,0.0,4.55,4.73,3.0,0.0,3.0,0.0,0.35
129,city scrape,18.0,2.0,1.0,1.0,1.0,450.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,20,50,80,355,2.3,0.0,0.0,4.84,4.84,16.0,4.0,12.0,0.0,0.31
130,city scrape,18.0,2.0,1.0,1.0,1.0,380.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,0,0,0,0,2.3,0.0,0.0,4.82,4.91,16.0,4.0,12.0,0.0,0.17
131,city scrape,18.0,2.0,1.0,1.0,1.0,380.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,0,0,0,0,2.0,0.0,0.0,4.5,4.5,16.0,4.0,12.0,0.0,0.02
132,city scrape,18.0,2.0,1.0,1.0,1.3,1450.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,0,0,0,143,2.3,0.0,0.0,4.85,4.93,16.0,4.0,12.0,0.0,0.41
133,previous scrape,507.0,1.0,1.0,1.0,1.0,568.0,60.0,1125.0,60.0,60.0,1125.0,1125.0,60.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.77,4.83,66.6,12.0,37.4,0.0,0.41
134,city scrape,1.0,1.0,1.0,1.0,1.0,568.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,30,60,90,365,2.3,0.0,0.0,4.77,4.83,1.0,0.0,1.0,0.0,0.41
135,city scrape,71.0,2.0,1.0,1.0,1.3,1200.0,29.0,1124.0,29.0,29.0,1124.0,1124.0,29.0,1124.0,29,58,88,363,2.3,1.0,0.0,4.74,4.63,65.0,7.7,0.0,0.0,0.53
136,city scrape,15.0,4.0,1.0,1.0,2.0,597.0,2.0,11.0,1.0,3.0,1125.0,1125.0,2.0,1125.0,19,49,79,87,2.3,6.0,0.0,4.66,4.64,12.0,0.0,12.0,0.0,0.44
137,city scrape,15.0,2.0,1.0,1.0,2.0,390.0,2.0,11.0,1.0,3.0,1125.0,1125.0,2.0,1125.0,23,53,83,91,2.3,1.0,0.0,4.35,4.61,12.0,0.0,12.0,0.0,0.19
138,city scrape,3.0,2.0,1.0,1.0,1.0,1074.0,4.0,20.0,3.0,4.0,20.0,20.0,4.0,20.0,0,5,5,12,14.0,5.0,0.0,4.93,4.93,1.0,1.0,0.0,0.0,0.11
139,city scrape,11.0,1.0,1.0,1.0,1.0,480.0,28.0,1125.0,28.0,28.0,1125.0,1125.0,28.0,1125.0,21,51,81,81,0.0,0.0,0.0,4.56,4.77,4.0,0.0,4.0,0.0,0.21
140,city scrape,18.0,2.0,1.0,1.0,1.3,1250.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,0,0,0,143,2.3,0.0,0.0,4.56,4.77,16.0,4.0,12.0,0.0,0.21
141,city scrape,507.0,1.0,1.0,1.0,1.0,250.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,30,60,90,365,1.0,0.0,0.0,4.7,4.7,66.6,12.0,37.4,0.0,0.01
142,city scrape,4.0,4.0,1.0,1.0,2.0,903.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,8,23,53,143,2.3,0.8,0.0,4.48,4.58,1.0,1.0,0.0,0.0,1.02
143,city scrape,15.0,2.0,1.0,1.0,1.0,390.0,2.0,11.0,1.0,3.0,1125.0,1125.0,2.0,1125.0,23,53,83,91,15.0,3.0,0.0,4.2,4.87,12.0,0.0,12.0,0.0,0.12
144,city scrape,15.0,3.0,1.0,1.0,2.0,494.0,2.0,11.0,1.0,3.0,1125.0,1125.0,2.0,1125.0,27,57,87,95,2.3,1.0,0.0,4.48,4.56,12.0,0.0,12.0,0.0,0.79
145,city scrape,15.0,2.0,1.0,1.0,2.0,390.0,2.0,11.0,1.0,3.0,1125.0,1125.0,2.0,1125.0,23,53,83,91,2.3,0.8,0.0,4.68,4.87,12.0,0.0,12.0,0.0,0.71
146,city scrape,15.0,3.0,1.0,1.0,2.0,494.0,2.0,11.0,1.0,3.0,1125.0,1125.0,2.0,1125.0,29,59,89,97,2.3,4.0,0.0,4.68,4.74,12.0,0.0,12.0,0.0,0.46
147,city scrape,4.0,2.0,1.0,1.0,1.0,701.0,1.0,1125.0,1.0,2.0,1125.0,1125.0,1.0,1125.0,18,38,68,68,2.3,7.0,0.0,4.71,4.79,3.0,1.0,2.0,0.0,0.19
148,city scrape,7.0,2.0,1.0,1.0,1.3,1900.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,10,34,60,325,2.3,3.0,0.0,4.42,4.46,5.0,5.0,0.0,0.0,1.34
149,previous scrape,7.0,2.0,1.0,1.0,1.0,488.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,12,33,53,314,2.3,0.8,0.0,4.4,4.49,5.0,5.0,0.0,0.0,0.9
150,city scrape,6.0,1.0,1.0,1.0,1.0,488.0,7.0,365.0,7.0,7.0,365.0,365.0,7.0,365.0,29,59,89,269,2.3,6.0,0.0,4.92,4.95,2.0,0.0,2.0,0.0,1.1
151,previous scrape,507.0,1.0,1.0,1.0,1.0,180.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,30,60,90,365,0.0,0.0,0.0,5.0,5.0,66.6,12.0,37.4,0.0,0.01
152,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,180.0,30.0,30.0,180.0,180.0,30.0,180.0,30,60,90,365,0.0,0.0,0.0,5.0,5.0,66.6,12.0,37.4,0.0,0.01
153,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,30,60,90,365,0.0,0.0,0.0,5.0,5.0,66.6,12.0,37.4,0.0,0.01
154,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,30,60,90,365,0.0,0.0,0.0,5.0,5.0,66.6,12.0,37.4,0.0,0.01
155,previous scrape,507.0,2.0,1.0,1.0,1.0,180.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,364,0.0,0.0,0.0,5.0,5.0,66.6,12.0,37.4,0.0,0.01
156,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,0.0,0.0,0.0,5.0,5.0,66.6,12.0,37.4,0.0,0.01
157,city scrape,507.0,2.0,1.0,1.0,1.0,180.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,364,0.0,0.0,0.0,5.0,5.0,66.6,12.0,37.4,0.0,0.01
158,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,31.0,180.0,31.0,31.0,180.0,180.0,31.0,180.0,30,60,90,365,1.0,0.0,0.0,5.0,5.0,66.6,12.0,37.4,0.0,0.01
159,previous scrape,2.0,2.0,1.0,1.0,2.0,900.0,14.8,300.0,14.3,16.0,300.0,300.0,15.2,300.0,0,0,0,0,2.3,0.0,0.0,4.89,4.92,1.0,1.0,0.0,0.0,1.11
160,previous scrape,507.0,1.0,1.0,1.0,2.0,900.0,31.0,180.0,31.0,31.0,180.0,180.0,31.0,180.0,30,60,90,365,1.0,0.0,0.0,4.0,5.0,66.6,12.0,37.4,0.0,0.01
161,city scrape,4.0,3.0,1.0,1.0,2.0,900.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,204,6.0,1.0,0.0,5.0,4.83,1.0,1.0,0.0,0.0,0.05
162,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,0.0,0.0,0.0,4.7,4.7,66.6,12.0,37.4,0.0,0.01
163,city scrape,507.0,1.0,1.0,1.0,1.0,217.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,30,60,90,365,0.0,0.0,0.0,4.7,4.7,66.6,12.0,37.4,0.0,0.01
164,city scrape,507.0,2.0,1.0,1.0,1.0,180.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,364,1.0,0.0,0.0,4.7,4.7,66.6,12.0,37.4,0.0,0.01
165,city scrape,18.0,1.0,1.0,1.0,1.0,400.0,28.0,365.0,4.0,28.0,365.0,365.0,27.6,365.0,14,19,49,324,2.3,2.0,0.0,4.95,4.88,16.0,4.0,12.0,0.0,0.33
166,city scrape,18.0,1.0,1.0,1.0,1.0,650.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,30,60,90,365,14.0,0.0,0.0,4.79,4.93,16.0,4.0,12.0,0.0,0.11
167,city scrape,18.0,1.0,1.0,1.0,2.0,350.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,13,29,59,334,2.3,1.0,0.0,4.92,4.87,16.0,4.0,12.0,0.0,0.36
168,previous scrape,507.0,1.0,1.0,1.0,1.0,180.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.7,4.7,66.6,12.0,37.4,0.0,0.01
169,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,180.0,30.0,30.0,180.0,180.0,30.0,180.0,30,60,90,365,1.0,0.0,0.0,4.7,4.7,66.6,12.0,37.4,0.0,0.01
170,city scrape,507.0,1.0,1.0,1.0,1.0,217.0,30.0,180.0,30.0,30.0,180.0,180.0,30.0,180.0,30,60,90,365,1.0,0.0,0.0,4.0,5.0,66.6,12.0,37.4,0.0,0.01
171,city scrape,507.0,1.0,1.0,1.0,1.0,230.0,30.0,180.0,30.0,30.0,180.0,180.0,30.0,180.0,29,59,89,364,0.0,0.0,0.0,4.0,4.0,66.6,12.0,37.4,0.0,0.01
172,city scrape,507.0,1.0,1.0,1.0,1.0,217.0,31.0,180.0,31.0,31.0,180.0,180.0,31.0,180.0,30,60,90,365,1.0,0.0,0.0,4.0,4.0,66.6,12.0,37.4,0.0,0.01
173,city scrape,507.0,2.0,1.0,1.0,1.0,180.0,30.0,180.0,30.0,30.0,180.0,180.0,30.0,180.0,19,49,79,354,1.0,0.0,0.0,4.7,4.0,66.6,12.0,37.4,0.0,0.01
174,city scrape,26.0,2.0,1.0,1.0,3.0,1227.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4,13,34,267,2.3,0.8,0.0,4.57,4.63,9.0,9.0,0.0,0.0,1.35
175,city scrape,507.0,1.0,1.0,1.0,1.0,160.0,30.0,180.0,30.0,30.0,180.0,180.0,30.0,180.0,30,60,90,365,0.0,0.0,0.0,4.0,4.7,66.6,12.0,37.4,0.0,0.01
176,city scrape,507.0,2.0,1.0,1.0,1.0,180.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,30,60,90,365,1.0,0.0,0.0,4.0,4.7,66.6,12.0,37.4,0.0,0.01
177,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,30,60,90,365,0.0,0.0,0.0,4.87,4.85,66.6,12.0,37.4,0.0,0.32
178,previous scrape,507.0,1.0,1.0,1.0,2.0,597.0,30.0,180.0,30.0,30.0,180.0,180.0,30.0,180.0,30,60,90,365,0.0,0.0,0.0,4.87,4.85,66.6,12.0,37.4,0.0,0.32
179,previous scrape,19.0,1.0,1.0,1.0,2.0,597.0,3.0,360.0,3.0,30.0,360.0,360.0,3.8,360.0,0,0,0,0,2.3,5.0,0.0,4.87,4.85,13.0,0.0,13.0,0.0,0.32
180,city scrape,15.0,4.0,1.0,1.0,2.0,597.0,2.0,11.0,1.0,3.0,1125.0,1125.0,2.0,1125.0,19,46,76,84,2.3,0.8,0.0,4.52,4.67,12.0,0.0,12.0,0.0,0.65
181,city scrape,6.0,1.0,1.0,1.0,1.0,468.0,3.0,999.0,3.0,3.0,999.0,999.0,3.0,999.0,24,36,56,236,2.3,2.0,0.0,4.94,4.93,2.0,0.0,2.0,0.0,0.74
182,previous scrape,19.0,2.0,1.0,1.0,1.0,480.0,3.0,360.0,3.0,3.0,360.0,360.0,3.0,360.0,0,0,0,0,2.3,4.0,0.0,4.84,4.89,13.0,0.0,13.0,0.0,0.6
183,city scrape,18.0,2.0,1.0,1.0,1.0,480.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,20,50,80,355,9.0,0.0,0.0,5.0,5.0,16.0,4.0,12.0,0.0,0.07
184,city scrape,1.0,4.0,1.0,1.0,2.0,603.5,28.0,1125.0,28.0,28.0,1125.0,1125.0,28.0,1125.0,7,24,54,329,6.0,0.0,0.0,4.67,4.67,1.0,1.0,0.0,0.0,0.08
185,city scrape,2.0,3.0,1.0,1.0,2.0,1500.0,1.0,300.0,1.0,1.0,300.0,300.0,1.0,300.0,20,28,29,242,2.3,0.8,0.0,4.67,4.67,1.0,1.0,0.0,0.0,2.22
186,city scrape,9.0,2.0,1.0,1.0,1.0,428.0,10.0,1125.0,1.0,10.0,1125.0,1125.0,9.6,1125.0,4,34,38,197,2.3,0.8,0.0,4.64,4.56,2.0,2.0,0.0,0.0,0.94
187,city scrape,11.0,1.0,1.0,1.0,1.0,270.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,22,2.3,0.0,0.0,4.72,4.74,6.0,0.0,1.0,0.0,1.41
188,previous scrape,53.0,2.0,1.0,1.0,1.0,300.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,24,54,84,359,2.3,3.0,0.0,4.09,4.33,8.0,0.0,8.0,0.0,1.53
189,previous scrape,507.0,1.0,1.0,1.0,1.0,300.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,0.0,0.0,0.0,4.83,4.72,66.6,12.0,37.4,0.0,0.59
190,city scrape,11.0,1.0,1.0,1.0,1.0,300.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,22,2.3,2.0,0.0,4.83,4.72,6.0,0.0,1.0,0.0,0.59
191,previous scrape,19.0,1.0,1.0,1.0,1.0,180.0,30.0,360.0,30.0,30.0,360.0,1125.0,30.0,723.5,0,0,0,2,2.3,1.0,0.0,4.8,4.82,13.0,0.0,13.0,0.0,0.6
192,previous scrape,19.0,1.0,1.0,1.0,1.0,180.0,30.0,360.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,2.3,0.0,0.0,4.84,4.88,13.0,0.0,13.0,0.0,0.6
193,previous scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,1.0,0.0,0.0,4.0,4.0,66.6,12.0,37.4,0.0,0.05
194,city scrape,507.0,2.0,1.0,1.0,1.0,180.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,30,60,90,365,0.0,0.0,0.0,4.86,4.92,66.6,12.0,37.4,0.0,2.36
195,previous scrape,507.0,2.0,1.0,1.0,3.0,990.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,30,60,90,365,0.0,0.0,0.0,4.86,4.92,66.6,12.0,37.4,0.0,2.36
196,previous scrape,507.0,1.0,1.0,1.0,3.0,990.0,30.0,180.0,30.0,30.0,180.0,180.0,30.0,180.0,30,60,90,365,0.0,0.0,0.0,4.86,4.92,66.6,12.0,37.4,0.0,2.36
197,previous scrape,19.0,1.0,1.0,1.0,3.0,990.0,30.0,360.0,30.0,30.0,360.0,1125.0,30.0,723.5,0,0,0,4,2.3,4.0,0.0,4.86,4.92,13.0,0.0,13.0,0.0,2.36
198,previous scrape,19.0,2.0,1.0,1.0,3.0,990.0,30.0,360.0,30.0,30.0,360.0,360.0,30.0,360.0,0,0,0,0,2.3,6.0,0.0,4.79,4.81,13.0,0.0,13.0,0.0,0.6
199,previous scrape,19.0,1.0,1.0,1.0,3.0,990.0,3.0,360.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,0,2.3,3.0,0.0,4.78,4.84,13.0,0.0,13.0,0.0,0.6
200,city scrape,1.0,3.0,1.0,1.0,3.0,990.0,7.0,1125.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,1,9,9,46,2.3,0.8,0.0,4.93,4.91,1.0,1.0,0.0,0.0,0.78
201,city scrape,25.0,2.0,1.0,1.0,1.0,351.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,25,55,85,360,2.3,1.0,0.0,4.45,4.57,10.0,0.0,10.0,0.0,1.06
202,previous scrape,19.0,1.0,1.0,1.0,1.0,446.0,30.0,360.0,30.0,30.0,360.0,360.0,30.0,360.0,0,0,0,0,2.3,0.0,0.0,4.8,4.84,13.0,0.0,13.0,0.0,1.99
203,city scrape,25.0,2.0,1.0,1.0,1.0,446.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,25,50,80,355,2.3,6.0,0.0,4.45,4.58,10.0,0.0,10.0,0.0,0.53
204,city scrape,25.0,2.0,1.0,1.0,2.0,489.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,27,57,87,362,2.3,2.0,0.0,4.19,4.35,10.0,0.0,10.0,0.0,0.61
205,city scrape,45.0,1.0,1.0,1.0,1.3,304.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,23,53,83,354,2.3,0.8,0.0,4.83,4.91,5.0,0.0,0.0,0.0,1.06
206,city scrape,25.0,4.0,1.0,1.0,3.0,685.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,18,48,74,349,2.3,0.8,0.0,4.42,4.62,10.0,0.0,10.0,0.0,1.15
207,city scrape,2.0,3.0,1.0,1.0,1.0,603.5,7.0,1125.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,27,57,87,87,0.0,0.0,0.0,4.18,4.37,1.0,1.0,0.0,0.0,0.85
208,city scrape,25.0,2.0,1.0,1.0,1.0,371.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,16,38,68,343,2.3,0.8,0.0,4.18,4.37,10.0,0.0,10.0,0.0,0.85
209,city scrape,25.0,2.0,1.0,1.0,2.0,592.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,2.3,3.0,0.0,4.19,4.55,10.0,0.0,10.0,0.0,0.52
210,city scrape,20.0,2.0,1.0,1.0,1.3,200.0,1.0,1125.0,1.0,3.0,1125.0,1125.0,1.0,1125.0,1,7,34,120,2.3,0.8,0.0,4.78,4.83,13.0,0.0,5.0,0.0,1.4
211,city scrape,20.0,2.0,1.0,1.0,1.3,200.0,1.0,1125.0,1.0,3.0,1125.0,1125.0,1.0,1125.0,3,18,44,119,2.3,0.8,0.0,4.8,4.79,13.0,0.0,5.0,0.0,0.6
212,city scrape,25.0,3.0,1.0,1.0,3.0,717.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,25,55,81,356,2.3,0.8,0.0,4.38,4.45,10.0,0.0,10.0,0.0,0.77
213,city scrape,25.0,4.0,1.0,1.0,3.0,685.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,24,54,80,355,2.3,4.0,0.0,4.15,4.43,10.0,0.0,10.0,0.0,0.91
214,previous scrape,25.0,2.0,1.0,1.0,1.0,880.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,23,50,76,351,2.3,4.0,0.0,4.22,4.53,10.0,0.0,10.0,0.0,0.85
215,previous scrape,11.0,1.0,1.0,1.0,1.0,880.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,22,2.3,1.0,0.0,4.6,4.72,6.0,0.0,1.0,0.0,1.0
216,city scrape,2.0,4.0,1.0,1.0,1.0,880.0,6.0,1125.0,6.0,6.0,1125.0,1125.0,6.0,1125.0,23,53,83,358,2.3,0.0,0.0,4.64,4.76,2.0,1.0,1.0,0.0,0.21
217,city scrape,20.0,4.0,1.0,1.0,2.0,702.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,9.0,0.0,0.0,4.44,4.33,5.0,4.0,1.0,0.0,0.09
218,city scrape,25.0,2.0,1.0,1.0,2.0,549.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,27,57,87,362,2.3,1.0,0.0,4.14,4.19,10.0,0.0,10.0,0.0,0.61
219,previous scrape,1.0,2.0,1.0,1.0,1.0,450.0,5.0,365.0,5.0,5.0,365.0,365.0,5.0,365.0,0,0,0,0,4.0,4.0,0.0,4.75,4.75,1.0,1.0,0.0,0.0,0.38
220,city scrape,18.0,1.0,1.0,1.0,1.0,450.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,20,50,80,355,2.3,0.0,0.0,4.81,4.86,16.0,4.0,12.0,0.0,0.44
221,city scrape,4.0,4.0,1.0,1.0,2.0,1280.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,15,45,135,2.3,0.8,0.0,4.75,4.81,4.0,4.0,0.0,0.0,1.76
222,previous scrape,19.0,1.0,1.0,1.0,1.3,200.0,30.0,360.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,2.3,0.0,0.0,4.82,4.9,13.0,0.0,13.0,0.0,1.88
223,city scrape,20.0,2.0,1.0,1.0,1.3,200.0,1.0,1125.0,1.0,2.0,1125.0,1125.0,1.0,1125.0,2,26,49,136,2.3,0.8,0.0,4.89,4.92,13.0,0.0,5.0,0.0,1.33
224,city scrape,20.0,2.0,1.0,1.0,1.3,196.0,1.0,1125.0,1.0,3.0,1125.0,1125.0,1.1,1125.0,10,36,66,156,2.3,0.8,0.0,4.82,4.84,13.0,0.0,5.0,0.0,0.99
225,city scrape,16.0,2.0,1.0,1.0,1.3,947.0,1.0,60.0,1.0,1.0,60.0,60.0,1.0,60.0,10,10,10,10,9.0,0.0,0.0,3.78,3.78,6.0,0.0,6.0,0.0,0.07
226,city scrape,16.0,2.0,1.0,1.0,3.0,729.0,1.0,60.0,1.0,1.0,60.0,60.0,1.0,60.0,11,11,11,11,2.3,2.0,0.0,4.21,4.34,6.0,0.0,6.0,0.0,0.48
227,city scrape,2.0,2.0,1.0,1.0,2.0,350.0,28.0,1125.0,28.0,28.0,1125.0,1125.0,28.0,1125.0,30,60,90,365,2.3,1.0,0.0,4.84,4.82,2.0,2.0,0.0,0.0,0.39
228,city scrape,2.0,2.0,1.0,1.0,2.0,350.0,28.0,1125.0,28.0,28.0,1125.0,1125.0,28.0,1125.0,30,60,90,365,2.3,0.0,0.0,4.73,4.81,2.0,2.0,0.0,0.0,0.23
229,city scrape,13.0,2.0,1.0,1.0,1.3,1370.0,3.0,1125.0,2.0,3.0,1125.0,1125.0,3.0,1125.0,1,10,27,289,2.3,0.8,0.0,4.71,4.71,6.0,6.0,0.0,0.0,1.73
230,city scrape,3.0,2.0,1.0,1.0,1.0,600.0,14.0,1125.0,14.0,14.0,1125.0,1125.0,14.0,1125.0,29,59,89,89,2.0,0.0,0.0,4.0,4.5,3.0,1.0,2.0,0.0,0.02
231,previous scrape,16.0,2.0,1.0,1.0,1.3,1608.0,1.0,60.0,1.0,1.0,60.0,60.0,1.0,60.0,0,0,0,0,2.3,4.0,0.0,4.04,4.27,6.0,0.0,6.0,0.0,0.23
232,city scrape,13.0,2.0,1.0,1.0,1.3,1608.0,3.0,1125.0,1.0,3.0,1125.0,1125.0,3.0,1125.0,2,13,24,278,2.3,0.8,0.0,4.86,4.8,6.0,6.0,0.0,0.0,1.18
233,previous scrape,2.0,2.0,1.0,1.0,2.0,1800.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,0,0,0,2.3,0.0,0.0,4.96,4.97,1.0,1.0,0.0,0.0,0.64
234,city scrape,12.0,4.0,1.0,1.0,2.0,1800.0,28.0,180.0,28.0,28.0,180.0,180.0,28.0,180.0,29,59,89,364,1.0,0.0,0.0,4.0,5.0,3.0,3.0,0.0,0.0,0.01
235,city scrape,10.0,2.0,1.0,1.0,2.0,426.0,7.0,365.0,7.0,7.0,365.0,365.0,7.0,365.0,27,57,87,362,1.0,0.0,0.0,5.0,5.0,6.0,0.0,6.0,0.0,0.01
236,city scrape,18.0,2.0,1.0,1.0,1.0,479.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,14,34,64,64,2.3,0.8,0.0,4.4,4.5,18.0,0.0,18.0,0.0,1.43
237,city scrape,18.0,2.0,1.0,1.0,1.0,393.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,21,51,81,81,2.3,4.0,0.0,4.33,4.46,18.0,0.0,18.0,0.0,2.19
238,city scrape,18.0,2.0,1.0,1.0,1.0,461.0,1.0,730.0,1.0,1.0,730.0,730.0,1.0,730.0,20,50,80,80,2.3,3.0,0.0,4.51,4.62,18.0,0.0,18.0,0.0,0.41
239,city scrape,18.0,2.0,1.0,1.0,1.0,843.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,29,59,89,89,2.3,3.0,0.0,4.42,4.59,18.0,0.0,18.0,0.0,1.03
240,city scrape,18.0,2.0,1.0,1.0,1.0,497.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,9,34,64,64,2.3,6.0,0.0,4.42,4.6,18.0,0.0,18.0,0.0,1.46
